castle,"Ljubljanski grad",46.0491414,14.5082368,
ruins,"Hadrians wall",54.9976255,-1.7904589,
castle,"Crichton Castle",55.8395016,-2.9912616,
castle,"White Sheet Hill",51.1114067,-2.2801328,
castle,"Herstmonceux Castle",50.869232,0.3386235,
castle,"Sandal Castle",53.658883,-1.4912794,
castle,"Vallimägi",59.346329,26.3524291,
castle,"Schloss ob Ellwangen",48.9642978,10.1391873,
castle,"Litovická tvrz",50.07571,14.23554,
castle,"Hrad Kralovice-tvrz",50.04391,14.63185,
castle,"Hrad Jenstejn",50.1534512,14.6110534,
castle,"Hrad Chraštice (tvrz)",49.57784,14.07429,
castle,"Hrad Vildštejn",50.1690752,12.3608532,
castle,"Hrad Šternberk",49.7330775,17.3018576,
ruins,"Pleshey Castle",51.8041717,0.4138488,
ruins,"Burg Hospental",46.6186469,8.5667524,
castle,"Schloss Moritzburg",51.167497,13.6794978,
castle,"Rabenstein",49.8222985,11.3705928,
ruins,"Bastionen Carolus Rex",57.702367,11.956399,
castle,"Hrad Sovinec",49.8375032,17.2460711,
castle,"Leeds Castle",51.2487115,0.6299415,
ruins,"St. Andrew&apos;s Clifton",51.4535414,-2.6145467,
castle,"Longthorpe Tower",52.5708087,-0.2869279,
castle,"Burg Medinghoven",50.7130503,7.0346464,
ruins,"Roche Abbey",53.402286,-1.1835613,
ruins,"Šember",50.0162113,14.8041352,
castle,"Zvartava",57.5375,26.368889,
castle,"Burg Pottenstein",49.7698732,11.4085373,
castle,"Steen",51.2227624,4.3973653,
ruins,"Aperlai",36.1590715,29.7850216,
ruins,"Simena",36.189624,29.8602187,
ruins,"Stone Circle",54.2165824,-2.1729683,
ruins,"Bergkvara slottsruin",56.8676889,14.7243147,
castle,"Penrhyn Castle",53.2259112,-4.0946394,
ruins,"Harewood Castle",53.9059288,-1.5116638,
castle,"Clitheroe Castle",53.8708311,-2.3931576,
castle,"Schloss Hirschhorn",49.4494835,8.89854,
ruins,"Burg Falkenstein",50.1902309,8.4766594,
castle,"Skipton Castle",53.963689,-2.0159026,
ruins,"Orsett Hall",51.5159725,0.3784179,
castle,"Harlech Castle (CADW)",52.8598782,-4.1095236,
ruins,"Paleá Paphos, Aphrodite&apos;s Temple",34.7068294,32.5736088,
ruins,"Paleá Énklistra",34.7243986,32.6057169,
ruins,"Siege ramp and tunnels",34.7115971,32.5809356,
ruins,"stone circle",53.8985277,-1.793779,
ruins,"Cockersand Abbey",53.9762543,-2.8746824,
ruins,"Bolingbroke Castle",53.1651677,0.0169541,
castle,"Steinvikholm",63.5436774,10.813571,
castle,"Corfe Castle",50.6399217,-2.0588408,
ruins,"Rhosydd Quarry Village",52.997034,-3.9899112,
castle,"Hrad Bezděz",50.5389631,14.7198042,
castle,"Badenburg",50.6288197,8.6906102,
castle,"Dunster Castle (National Trust)",51.1815821,-3.4445152,
ruins,"St. Chad&apos;s church tower",53.0453112,-2.4488886,
castle,"Festung Königstein",50.9190318,14.0571926,
castle,"Felsenburg Neurathen",50.9618199,14.0743603,
castle,"Babak Fort",38.8369664,46.9806255,
ruins,"Hallgarter Zange",50.0490221,8.0149549,
ruins,"Helenenkapelle (Zu den elenden Heiligen)",49.962589,10.8555957,
ruins,"Caergwrle Castle",53.1073315,-3.0369743,
castle,"Schloss Lautereck",49.0038715,9.4969581,
ruins,"Knowlton Church",50.892028,-1.967515,
castle,"Hay Castle",52.0737968,-3.1262563,
ruins,"Llanthony Priory",51.9448259,-3.036258,
castle,"Ruine Flochberg",48.8520112,10.3609795,
castle,"Munot",47.6968557,8.6398968,
ruins,"Dundrennan Abbey",54.8070707,-3.9478401,
castle,"Kasteel van Woerden",52.0852761,4.8880203,
ruins,"Arnside Tower",54.1844585,-2.8309214,
ruins,"Stone structures in Bourton Combe",51.4065991,-2.7109357,
ruins,"Stone structures in Bourton Combe",51.4063025,-2.7105484,
ruins,"Stone structures in Bourton Combe",51.4067584,-2.7105882,
castle,"Castle Tioram",56.7846946,-5.828291,
castle,"Kemenate",50.7769385,11.5280294,
castle,"Święty Krzyż",50.8593397,21.0531954,
castle,"Ebersburg",50.4744978,9.8515055,
castle,"Pellerschloss",49.4209987,11.192178,
castle,"zřícenina Dívčí kámen",48.8891722,14.3571678,
ruins,"Portencross Castle",55.6992438,-4.9048198,
castle,"Tentudía",38.0542723,-6.3384385,1168.666015625
ruins,"Myndos",37.053123,27.2337764,
castle,"Schloß Guggenberg",48.2189884,10.7198974,
ruins,"Monasterio de Piedra",41.193086,-1.7825353,
castle,"Pevensey Castle",50.8191065,0.334196,
castle,"Zborov",49.3527656,21.2988828,
castle,"Museum Slot Loevestein",51.8164561,5.0221392,
castle,"Museum Kasteel Wijchen",51.8084895,5.7276149,
castle,"Kasteel van Helmond",51.4771301,5.6530727,
castle,"Kasteel Borgharen",50.8776787,5.6861795,
castle,"Kasteel Hartelstein",50.90059,5.71505,
castle,"Kasteel Hoensbroek",50.9166752,5.9182913,
castle,"Ruïne van Brederode (castle ruins)",52.425473,4.6225388,
castle,"Huis Dever",52.2489752,4.5472125,
ruins,"Hadleigh Castle",51.5445564,0.6089248,
castle,"Burgruine Hohenstaufen",48.7426438,9.716279,
castle,"Burgruine Hohnstein",51.56993,10.838162,
castle,"Wasserschloss Friedrichswerth",50.9923191,10.5435824,
castle,"Hrad Lipnice",49.6138511,15.4132836,
ruins,"Vieux Château",45.7365051,4.7701956,
castle,"Burg Sommerau",49.7157468,6.7374198,
castle,"Tiverton Castle",50.9061978,-3.4882129,
ruins,"Torre de la Mesa Roldán",36.9417998,-1.9092831,
castle,"Ruine Wälsch-Ramschwag",47.1842259,9.6904126,
ruins,"Gutshaus Lancken",54.6493924,13.2579129,
castle,"Kašperk",49.1660606,13.5632723,
ruins,"Milecastle 37",55.0122568,-2.3376643,
ruins,"St Helen&apos;s Church (ruin)",50.7014553,-1.0992583,
castle,"Schloss Rapperswil",47.2272336,8.8152693,
castle,"Zámek Chudobín",49.6870829,17.0320918,
castle,"Altes Schloß",50.0508419,11.674895,
castle,"Château de Coppet",46.3170494,6.1918523,
ruins,"Rye House Gatehouse",51.7711313,0.0069338,
castle,"Schloss Schönbrunn",48.1847745,16.3123148,
castle,"Bistra",45.9463822,14.3328084,
castle,"Zitadelle Jülich",50.9252875,6.3598446,
castle,"Veveří",49.2568931,16.4628269,
ruins,"Paleopolis",40.5048427,25.5340301,
ruins,"Old Aust Ferry Terminal",51.5976341,-2.6313722,
ruins,"Berry Head Northern Fort",50.3988537,-3.4885212,
ruins,"ehem. Tanklager, GSSD",51.326883,13.9491434,
ruins,"ehem. Zeisholzer Lager",51.3501139,13.9388265,
ruins,"Altes Lager",51.3185256,13.9288541,
castle,"Schloss Langenselbold",50.1742778,9.0377307,
ruins,"Anundshög",59.6310419,16.6459194,
castle,"Burg Rabenstein",50.8331125,12.8182718,
castle,"Château Les Baux",43.7429298,4.7944226,
castle,"zámek Náměšť na Hané",49.5985345,17.0627506,
ruins,"Moulin du Boël",47.9929007,-1.7541253,
ruins,"Ehemaliges Leuchtfeuer",54.58455,13.6345427,
ruins,"Palacio de Rubianes",43.3828604,-5.2725687,
castle,"Schloss Pfeilerhof",46.9855996,15.5225842,
ruins,"Pyhän Marian kirkko",63.075168,21.7223635,
castle,"Schloss Dyck",51.1420336,6.5572094,
castle,"Schloss Hermsdorf",51.1644316,13.8196039,
castle,"Oystermouth Castle",51.577002,-4.0026925,
castle,"Burghalde",47.7233579,10.3203827,
castle,"Château du Chêne Rond",48.6412175,2.209864,
castle,"Schloss Seehof",49.9278875,10.9482468,
castle,"Traenheim",48.5961743,7.4663221,
ruins,"Hochwacht Rhinsberg",47.5595606,8.5360561,
castle,"Ginsburg",50.9742726,8.1450668,
castle,"Château XVIème",45.2540474,5.0287945,
castle,"Gråsten Slot",54.925614,9.5952616,
ruins,"St Luke&apos;s Church",53.4016918,-2.9749796,
castle,"Nenagh Castle",52.865145,-8.1986599,
castle,"Burg zu Burghausen",48.1562824,12.8291716,
castle,"Castello di Legri",43.914421,11.2280097,
ruins,"Antigua mina de Llumeres",43.6382564,-5.8315633,
castle,"Schloss Wiespach",47.6921116,13.0959514,
castle,"Schloss Klippenstein",51.1191175,13.9250881,
ruins,"MInas de Buferrera",43.2733704,-4.9796601,
ruins,"Kunratický hrádek",50.0192708,14.4721914,
castle,"Burg Giebichenstein",51.5031596,11.954125,
castle,"Veste Coburg",50.2639836,10.981264,
castle,"Επταπύργιο - Eptapyrgio",40.6441875,22.9620738,
castle,"Byzantine Watch Tower",40.6406313,22.960098,
castle,"Leuchtenburg",50.8041395,11.6122929,
castle,"Ruine Neuravensburg",47.6376324,9.7562445,
castle,"Lejondal Slott",59.5246012,17.674562,
castle,"Weobley Castle",51.6126616,-4.1994345,
ruins,"Alt Eberstein",48.7839166,8.2704483,
castle,"Burg Hohenneuffen",48.5555559,9.3924067,
castle,"Burgruine Rechberg",48.7559818,9.7819654,
castle,"Kasselburg",50.2393646,6.6851525,
ruins,"Wollseifen (Wüstung)",50.580149,6.4236203,
castle,"Hrad Bouzov",49.7048469,16.8892688,
castle,"Burg Landeck",48.1499425,7.8406892,
ruins,"Castro de Coaña",43.5104435,-6.7491013,
castle,"Berwartstein",49.1082853,7.8628094,
ruins,"Deva citadel",45.8888794,22.8966603,
castle,"Castelo de Sesimbra",38.4526965,-9.1068612,
castle,"Burg Trifels",49.1966158,7.9785452,
castle,"Kasteel Nijenrode",52.1639947,5.0094302,
castle,"Schloss Wildenfels",50.6644461,12.6040424,
castle,"zámek Sobotín",50.0179214,17.0807742,
ruins,"Rabštejn",49.9455724,17.1486581,
castle,"Asseburg",52.13958,10.635148,
ruins,"Turnul cu Ceas",46.2193352,24.7934079,
ruins,"Turnul Măcelarilor",46.218947,24.7900759,
ruins,"Turnul Cizmarilor",46.2213988,24.7920789,
castle,"Burgruine Lauterburg",48.7838298,9.9772917,
ruins,"Kasteelruine Valkenburg",50.8619431,5.8308118,
castle,"Ruine Hochhaus",48.7872981,10.4868108,
castle,"Hagburg",48.7897226,10.4815617,
ruins,"Porta Calcinara",45.1821003,9.1494829,
castle,"castello di Murialdo",44.3101011,8.1585308,
castle,"Aulendorfer Schloß",47.9540064,9.638643,
castle,"Rathaus",51.4695151,9.9805605,
castle,"Schloss Fasanarie",50.5078387,9.7054808,
castle,"Schloß Ottenfeld",50.8628747,6.1404259,
castle,"Palacio de Los Acebedos",43.3887549,-3.7008178,
castle,"Château de Champs-sur-Marne",48.8536674,2.6041118,
ruins,"Ναός της Αφαίας",37.7543776,23.5331893,
castle,"Kasteel Neercanne",50.8187908,5.6674088,
castle,"Burg Rötteln",47.6381692,7.6680329,
ruins,"Oude Toren",51.4924251,5.5149781,
ruins,"Hasistejn",50.4452986,13.2571935,
ruins,"Reinartzhof Unterhof",50.613046,6.168333,
castle,"Eschbach",47.8902149,7.6538554,
ruins,"Súľovský hrad",49.1745602,18.583269,
castle,"Hrad Sitno",48.4013899,18.8869019,
castle,"Mírov",49.7963788,16.8463478,
ruins,"Chapel (remains of)",53.4633376,-1.9955923,
ruins,"Súča",48.9607075,18.0153239,
castle,"Arnulfsfeste (auch Hetzelburg)",46.6602811,14.1583006,
ruins,"Burgruine Greifenfels",46.5984629,14.3721057,
ruins,"St Anthony&apos;s Chapel",55.9508795,-3.1613111,
castle,"Château de Lavérune",43.5838856,3.8033918,
castle,"Corvey",51.7785183,9.4080147,
castle,"Castello di Torriglia",44.5218414,9.1602566,
castle,"Burg Hardeg",51.6515879,9.8263087,
castle,"Burg Waldau",48.1564534,8.4140106,
castle,"Haus Kambach",50.8404888,6.2306497,
ruins,"James Watt Cottage",56.0067662,-3.6341034,
castle,"Tour d&apos;Avalon",45.4289352,6.0308605,
ruins,"Manor Lodge",53.3739994,-1.4368287,
castle,"Erichsburg",51.8225825,9.7182224,
castle,"Domäne Bilderlahe",51.893457,10.126895,
castle,"Tanghof",51.1107134,4.4352673,
castle,"Küssaburg",47.6018905,8.3533976,
ruins,"Ruine Hirschstein",50.1780416,12.0020082,
castle,"Graščina Hasberg",45.8278264,14.2649764,
castle,"Maclellan&apos;s Castle",54.8370817,-4.0530906,
ruins,"Monasterio de Santa María la Real",43.339889,-6.479957,
ruins,"Terme di Diocleziano",41.9032992,12.4983081,
castle,"Burg Adelebsen",51.577122,9.7484503,
castle,"Schloss Naunhof",51.2145078,13.6284247,
ruins,"Rievaulx Abbey",54.2574587,-1.116196,
castle,"Tomburg",50.5955025,6.973696,
castle,"Regéci vár",48.3785421,21.3440136,
castle,"Wasserschloss Berbisdorf",51.1886867,13.7237567,
castle,"Schelenburg",52.2829803,8.2264292,
castle,"Castillo de Sádaba",42.2812517,-1.2673988,
ruins,"Melandra Castle Roman Fort",53.4521567,-1.9878153,
ruins,"Haus Darl (ehem.)",51.55463,7.0844545,
castle,"Kloster Flerzheim",50.6467594,6.9928552,
castle,"Schloss Lüftelberg",50.6472487,7.0011972,
castle,"Chepstow Castle",51.6442743,-2.6745611,
castle,"Trolleholms slott",55.9090189,13.2629019,
castle,"Tour de Jean-sans-Peur",48.8643163,2.3480463,
castle,"Shrewsbury Castle",52.7110012,-2.7495017,
castle,"Mota del Marqués",41.6341203,-5.1757153,
castle,"Val Castello",46.7351347,12.2656052,
castle,"Burg Gößweinstein",49.7702019,11.3344072,
castle,"Schloss Prettin",51.6621223,12.9319562,
castle,"Castelo de Bragança",41.8041754,-6.7492352,
castle,"Kippenburg",49.9765541,9.1777882,
castle,"Klaverblad",51.1536621,4.3612613,
ruins,"Chesfield Church",51.9360639,-0.1865896,
castle,"Schloss Warthausen",48.1318567,9.794266,
ruins,"Bodenhausen",51.4512378,9.967936,
castle,"Rietburg",49.2783012,8.0797361,
ruins,"Round Tower squre tower",53.4575897,-6.2244137,
castle,"Plattenburg",52.9582744,12.0306466,
ruins,"Anaktoron",37.1342508,15.0256009,
castle,"White Castle",52.9922401,-6.9843081,
castle,"Castelo da Lousã",40.1005058,-8.2355722,
castle,"Altes Schloss",48.1215916,7.8496479,
castle,"Château de Reignac",47.2326389,0.9165484,
castle,"Château de Longueplaine",47.2486376,0.6573777,
castle,"Domaine des Bidaudières",47.4135973,0.833019,
castle,"Château de Jallanges",47.4454253,0.8299087,
castle,"Cooling Castle",51.455203,0.5222937,
castle,"Altes Schloss",48.586623,8.6042041,
ruins,"Antique Theatre",37.0401034,27.4215632,
ruins,"Mausoleum",37.0379013,27.4241393,
castle,"Burg Öser",49.8631643,8.1372406,
ruins,"Jarlshof",59.8690011,-1.2903547,
ruins,"Old Scatness Broch",59.8788887,-1.3057927,
castle,"Haus Opherdicke",51.4877931,7.6472086,
castle,"Kasteel van Brasschaat",51.2885326,4.4976706,
castle,"Övedskloster",55.6871912,13.6355922,
ruins,"Ruiny pałacu rodu Dohna-Schlobitten",54.1408979,19.7859987,
castle,"Château de Courcelles",49.1029999,6.1579965,
castle,"Id-Dwejra",36.0495412,14.1920162,
castle,"Schloss Kuckuckstein",50.8635353,13.8583063,
castle,"Ellinge slott",55.81155,13.2855525,
